Source_1,Target_1,Weight,Source,Target
378,313,1,Hingham Mutual Fire Insurance Co   ,Patrons Mutual Insurance Co of CT  
2242,2066,1,Western World Insurance Group      ,Farmers & Mechanics of WVA         
2217,4,1,Knight Insurance Group             ,FFIC - Fireman`s Fund Insurance Co 
252,2190,2,Mountain States Mutual Casualty Co ,AmTrust Group                      
361,26,1,Colorado Farm Bureau Mutual Ins. Co,Great American Insurance Company   
1100,1372,2,Austin Mutual Insurance Group      ,Guard Insurance Group              
396,2082,1,"The Hanover Insurance Group, Inc.  ",Cities Insurance Assoc of WA-CIAW  
240,336,1,Catholic Mutual Group              ,SAFER - N. Calif Regional Liability
116,1302,1,Pekin Insurance Company            ,General Star National Insurance Co 
141,337,1,New Hampshire Insurance Company    ,SAFER - S. Calif Regional Liability
317,4,1,Regis Insurance Company            ,FFIC - Fireman`s Fund Insurance Co 
2110,120,1,Munich Re - Surplus                ,Frankenmuth Mutual Insurance Co.   
416,382,1,Fremont Insurance Company          ,Hudson Insurance Company           
368,207,1,Jewelers Mutual Insurance Co       ,First Nonprofit Insurance Co.      
51,2058,1,Penn National Insurance Company    ,"Canopius US Insurance, Inc (Omega) "
1227,140,1,Western Reserve Mutual Casualty    ,"Secura, A Mutual Co.               "
96,27,1878,Nationwide Insurance Co            ,Allied Insurance                   
396,36,1302,"The Hanover Insurance Group, Inc.  ",Employers Mutual Casualty          
13,51,881,Erie Insurance Group               ,Penn National Insurance Company    
141,118,108,New Hampshire Insurance Company    ,West Bend Mutual Insurance Company 
53,178,900,Harleysville Insurance Company     ,Andover Insurance Company          
27,326,43,Allied Insurance                   ,Praetorian Insurance Company       
396,4,1039,"The Hanover Insurance Group, Inc.  ",FFIC - Fireman`s Fund Insurance Co 
90,77,4304,Allstate Insurance Company         ,State Farm Fire & Casualty Co.     
341,1072,527,American Home Assurance Co.        ,AXIS Insurance Company             
1185,90,75,General Casualty WI (and/or Regent),Allstate Insurance Company         
1469,77,109,"Munich Reinsurance America, Inc    ",State Farm Fire & Casualty Co.     
1129,341,96,OneBeacon                          ,American Home Assurance Co.        
53,1302,72,Harleysville Insurance Company     ,General Star National Insurance Co 
118,1185,599,West Bend Mutual Insurance Company ,General Casualty WI (and/or Regent)
396,1157,376,"The Hanover Insurance Group, Inc.  ",Tower Insurance Company of NY      
2190,77,491,AmTrust Group                      ,State Farm Fire & Casualty Co.     
77,4,683,State Farm Fire & Casualty Co.     ,FFIC - Fireman`s Fund Insurance Co 
1372,134,43,Guard Insurance Group              ,Federated Insurance Group          
77,36,1459,State Farm Fire & Casualty Co.     ,Employers Mutual Casualty          
1219,77,62,IAT Group                          ,State Farm Fire & Casualty Co.     
90,396,410,Allstate Insurance Company         ,"The Hanover Insurance Group, Inc.  "
341,1372,301,American Home Assurance Co.        ,Guard Insurance Group              
116,2190,33,Pekin Insurance Company            ,AmTrust Group                      
2190,396,711,AmTrust Group                      ,"The Hanover Insurance Group, Inc.  "
54,104,97,Selective Insurance Group          ,Vermont Mutual Insurance Co        
51,26,59,Penn National Insurance Company    ,Great American Insurance Company   
1185,2190,224,General Casualty WI (and/or Regent),AmTrust Group                      
118,116,511,West Bend Mutual Insurance Company ,Pekin Insurance Company            
1469,396,134,"Munich Reinsurance America, Inc    ","The Hanover Insurance Group, Inc.  "
145,1033,7,Lexington Risk Specialists         ,Florida Municipal Insurance Trust  
226,36,89,Ohio Mutual Insurance Group        ,Employers Mutual Casualty          
1129,82,167,OneBeacon                          ,GuideOne Insurance                 
66,2190,45,Central Mutual Insurance Co.       ,AmTrust Group                      
402,90,44,Utica First Insurance Company      ,Allstate Insurance Company         
402,2190,447,Utica First Insurance Company      ,AmTrust Group                      
169,1154,8,Capitol Indemnity Corporation      ,Michigan Insurance Company         
77,1157,282,State Farm Fire & Casualty Co.     ,Tower Insurance Company of NY      
427,2190,68,Oregon Mutual Insurance Co         ,AmTrust Group                      
360,402,201,Magna Carta Companies              ,Utica First Insurance Company      
331,178,56,Preferred Mutual Insurance Company ,Andover Insurance Company          
1133,104,445,Aspen Specialty Insurance Company  ,Vermont Mutual Insurance Co        
1010,51,318,State Automobile Mutual Ins.       ,Penn National Insurance Company    
384,54,86,Grinnell Mutual Reinsurance Co     ,Selective Insurance Group          
114,150,109,Merchants Insurance Group          ,Motorists Insurance Companies      
36,111,227,Employers Mutual Casualty          ,Donegal Mutual Insurance Company   
324,145,174,Western Heritage Insurance Company ,Lexington Risk Specialists         
169,1129,8,Capitol Indemnity Corporation      ,OneBeacon                          
318,53,61,Safety Insurance Company           ,Harleysville Insurance Company     
1218,324,63,Colony Insurance Company           ,Western Heritage Insurance Company 
114,344,99,Merchants Insurance Group          ,Farm Bureau Mutual Ins Co of Mich  
116,90,46,Pekin Insurance Company            ,Allstate Insurance Company         
1185,1219,6,General Casualty WI (and/or Regent),IAT Group                          
63,51,219,Westfield Companies                ,Penn National Insurance Company    
120,53,184,Frankenmuth Mutual Insurance Co.   ,Harleysville Insurance Company     
178,96,31,Andover Insurance Company          ,Nationwide Insurance Co            
1185,1469,25,General Casualty WI (and/or Regent),"Munich Reinsurance America, Inc    "
402,1219,55,Utica First Insurance Company      ,IAT Group                          
120,1301,3,Frankenmuth Mutual Insurance Co.   ,Atlantic Casualty Insurance Company
1227,96,49,Western Reserve Mutual Casualty    ,Nationwide Insurance Co            
318,381,56,Safety Insurance Company           ,Arbella Protection Ins Co          
145,54,193,Lexington Risk Specialists         ,Selective Insurance Group          
2190,1036,71,AmTrust Group                      ,Everest National Insurance Company 
344,114,62,Farm Bureau Mutual Ins Co of Mich  ,Merchants Insurance Group          
1179,82,47,Republic Underwriters Insurance Co ,GuideOne Insurance                 
36,169,205,Employers Mutual Casualty          ,Capitol Indemnity Corporation      
104,190,4,Vermont Mutual Insurance Co        ,PMA Group                          
360,1185,11,Magna Carta Companies              ,General Casualty WI (and/or Regent)
1374,331,25,American European Insurance Company,Preferred Mutual Insurance Company 
252,77,49,Mountain States Mutual Casualty Co ,State Farm Fire & Casualty Co.     
368,331,8,Jewelers Mutual Insurance Co       ,Preferred Mutual Insurance Company 
1073,145,11,Grange Mutual Casualty Company     ,Lexington Risk Specialists         
51,174,45,Penn National Insurance Company    ,E&S / Specialty                    
120,1026,3,Frankenmuth Mutual Insurance Co.   ,American National P&C Ins Group    
1374,53,136,American European Insurance Company,Harleysville Insurance Company     
1157,169,94,Tower Insurance Company of NY      ,Capitol Indemnity Corporation      
396,2166,17,"The Hanover Insurance Group, Inc.  ",Crum and Forster Insurance Company 
252,396,20,Mountain States Mutual Casualty Co ,"The Hanover Insurance Group, Inc.  "
77,1182,6,State Farm Fire & Casualty Co.     ,Financial Pacific Insurance Co     
2651,2242,139,Endurance American Specialty Ins Co,Western World Insurance Group      
96,1184,46,Nationwide Insurance Co            ,Argonaut Group                     
118,66,35,West Bend Mutual Insurance Company ,Central Mutual Insurance Co.       
1374,181,2,American European Insurance Company,HDI Global Insurance Company       
111,363,131,Donegal Mutual Insurance Company   ,MMG Insurance Company              
150,344,12,Motorists Insurance Companies      ,Farm Bureau Mutual Ins Co of Mich  
2190,3499,32,AmTrust Group                      ,Hamilton Specialty Insurance Co.   
197,82,75,Church Insurance Company           ,GuideOne Insurance                 
1133,1218,6,Aspen Specialty Insurance Company  ,Colony Insurance Company           
381,178,78,Arbella Protection Ins Co          ,Andover Insurance Company          
96,4070,6,Nationwide Insurance Co            ,Tennessee Farmers Insurance Co     
207,141,3,First Nonprofit Insurance Co.      ,New Hampshire Insurance Company    
1469,1036,47,"Munich Reinsurance America, Inc    ",Everest National Insurance Company 
26,318,6,Great American Insurance Company   ,Safety Insurance Company           
1042,1185,11,Union Mutual Insurance Co.         ,General Casualty WI (and/or Regent)
368,53,34,Jewelers Mutual Insurance Co       ,Harleysville Insurance Company     
2455,13,9,Inter Hannover                     ,Erie Insurance Group               
150,114,37,Motorists Insurance Companies      ,Merchants Insurance Group          
1185,3615,8,General Casualty WI (and/or Regent),Zurich Direct                      
1326,1302,32,Contractors Bonding and Ins Company,General Star National Insurance Co 
1157,382,65,Tower Insurance Company of NY      ,Hudson Insurance Company           
1154,416,85,Michigan Insurance Company         ,Fremont Insurance Company          
384,2443,22,Grinnell Mutual Reinsurance Co     ,United Methodist Insurance Company 
54,1218,15,Selective Insurance Group          ,Colony Insurance Company           
120,181,1,Frankenmuth Mutual Insurance Co.   ,HDI Global Insurance Company       
26,120,25,Great American Insurance Company   ,Frankenmuth Mutual Insurance Co.   
317,1374,37,Regis Insurance Company            ,American European Insurance Company
144,363,10,Peninsula Insurance Company        ,MMG Insurance Company              
1184,326,5,Argonaut Group                     ,Praetorian Insurance Company       
2230,63,5,ProSight Specialty Insurance       ,Westfield Companies                
66,1469,17,Central Mutual Insurance Co.       ,"Munich Reinsurance America, Inc    "
66,90,56,Central Mutual Insurance Co.       ,Allstate Insurance Company         
77,370,28,State Farm Fire & Casualty Co.     ,Rockford Mutual Insurance Company  
140,384,17,"Secura, A Mutual Co.               ",Grinnell Mutual Reinsurance Co     
1010,2651,17,State Automobile Mutual Ins.       ,Endurance American Specialty Ins Co
3615,396,51,Zurich Direct                      ,"The Hanover Insurance Group, Inc.  "
169,197,5,Capitol Indemnity Corporation      ,Church Insurance Company           
310,116,4,Sequoia Insurance Company          ,Pekin Insurance Company            
427,90,42,Oregon Mutual Insurance Co         ,Allstate Insurance Company         
66,252,9,Central Mutual Insurance Co.       ,Mountain States Mutual Casualty Co 
36,382,7,Employers Mutual Casualty          ,Hudson Insurance Company           
1157,282,21,Tower Insurance Company of NY      ,Farm Family Insurance Companies    
